month,date,hour,S,E,N,W
1.0,1.0,1.0,0.16256175354349198,0.1704682967259054,0.17934293642517177,0.18092772598487952
1.0,1.0,2.0,0.16950526741240363,0.1787763569213231,0.1900428928727575,0.19107845410638372
1.0,1.0,3.0,0.1710697292232645,0.18127331692099832,0.1938107348794664,0.19414728692840558
1.0,1.0,4.0,0.17354169256335852,0.18450010764147054,0.19771971247139933,0.19740872920833638
1.0,1.0,5.0,0.1746927179515252,0.18623475060588945,0.20001910379258042,0.19920652837275377
1.0,1.0,6.0,0.18250706154366664,0.1949580980806233,0.20968664062299797,0.20852967391038163
1.0,1.0,7.0,0.18861794664488804,0.20184127808039207,0.2174588448945667,0.2160038844995574
1.0,1.0,8.0,-0.014261440083002324,-0.10581013259512222,0.16087148392344006,0.159378328670049
1.0,1.0,9.0,-0.8832040709679132,-1.2906282098130966,0.04281891503162647,0.04256822425923448
1.0,1.0,10.0,-1.5598835927442398,-1.465570134661466,-0.019758183160791944,-0.016478146492142905
1.0,1.0,11.0,-1.9606012510683721,-1.0090471745081542,-0.0865657644299018,-0.07641135337472095
1.0,1.0,12.0,-2.160122703270642,-0.38383495216696906,-0.1222172296511815,-0.10351416769182929
1.0,1.0,13.0,-2.190662187317589,-0.05882358159653284,-0.12255715162046799,-0.13995365214801464
1.0,1.0,14.0,-2.0523887492118944,-0.04927451410710207,-0.12239628235174513,-0.5738270246264053
1.0,1.0,15.0,-1.7359610934256424,-0.016831643444730253,-0.08792016859584383,-1.1322966101746768
1.0,1.0,16.0,-1.132396111324909,0.04026362449820583,-0.028133224250159405,-1.2683192702649333
1.0,1.0,17.0,-0.3467504365315614,0.1326475998321905,0.05402028007779087,-0.6247333242682095
1.0,1.0,18.0,0.1846495881168326,0.2222004124088568,0.13772914775718054,0.13889940389775043
1.0,1.0,19.0,0.2316359252230031,0.21436081268912957,0.15854143443191027,0.20045578245499615
1.0,1.0,20.0,0.20674536366179633,0.1959788608859593,0.16208221330743447,0.1906782136776021
1.0,1.0,21.0,0.18267162176723636,0.17682183443803015,0.15908930389032047,0.1781536757597387
1.0,1.0,22.0,0.16842629744869897,0.16629752984997906,0.1614661268250604,0.17367730067029305
1.0,1.0,23.0,0.1597171652358544,0.16086826432283766,0.1648620458414739,0.17106941967545802
1.0,1.0,24.0,0.15342733605166337,0.15931995326854834,0.16547426385086597,0.16798320965260508
1.0,2.0,1.0,0.15301217783338078,0.16045403884309356,0.16878204678269026,0.1698587812646675
1.0,2.0,2.0,0.1589228831075383,0.16744542235287738,0.17687059371757735,0.17776312914711562
1.0,2.0,3.0,0.15884503161223718,0.16812839178146669,0.17885761749637566,0.17930393443722933
1.0,2.0,4.0,0.15539837265155662,0.1649500980513775,0.17596924693901192,0.17576960879307132
1.0,2.0,5.0,0.15874972640710577,0.1689211925642924,0.18066598890405114,0.18017453380245582
1.0,2.0,6.0,0.15474107983520913,0.16497508124031532,0.17719395688443004,0.17656519601695572
1.0,2.0,7.0,0.14888528704522488,0.15868001561042538,0.17142338739640703,0.17075562452067886
1.0,2.0,8.0,-0.062392123870024796,-0.18927882961500817,0.10447997662881782,0.1033032980501158
1.0,2.0,9.0,-0.19758179029208664,-0.2782692550719757,0.0029102560891148283,0.0014613787662933076
1.0,2.0,10.0,-0.21840773220859577,-0.2027272457156962,-0.09879199899687857,-0.09968818763386264
1.0,2.0,11.0,-0.41697905645606553,-0.315881433392245,-0.193026998229432,-0.19321797749114916
1.0,2.0,12.0,-0.2638103697854184,-0.2090062926511309,-0.1986544384825386,-0.19812424930912964
1.0,2.0,13.0,-0.3353920624262313,-0.20282252364216025,-0.21264539491306422,-0.22215373914501438
1.0,2.0,14.0,-0.7307608436368717,-0.24344757639718761,-0.26081638935128204,-0.4092672895496592
1.0,2.0,15.0,-0.7802820798023856,-0.18585983216425153,-0.21505555996412273,-0.5929684267006756
1.0,2.0,16.0,-0.3965807836797602,-0.07944689120739601,-0.10834667764021721,-0.4393863465472971
1.0,2.0,17.0,-0.06180696695645634,0.04199857111052081,0.003563391394408476,-0.11282354560486449
1.0,2.0,18.0,0.0983991295727358,0.1211181184231081,0.0850928599682546,0.07448118906271511
1.0,2.0,19.0,0.1268555820210341,0.12148505737212525,0.1016152064405963,0.11144405633377841
1.0,2.0,20.0,0.11726433992249305,0.1150724684114665,0.1073058143101015,0.11238197873918068
1.0,2.0,21.0,0.1122109472864314,0.11330169170572023,0.11346234937114096,0.11642136861839866
1.0,2.0,22.0,0.11191200403901136,0.11523417377889006,0.11845059729968953,0.11994406179352736
