Date/Time,1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly) 
 07/19  18:00:00,0.0,1725086.3443164914,242732.54773675455,0.0,357409.12323665747,30373.614833081243,0.0,429013.6428024371,60688.67325041987,0.0,1103642.3979949877,151714.9467277223,0.0,534831.1086797673,60710.215271167224,0.0,826554.7614532205,60762.19643303675,0.0,2428133.284475107,250705.6171732599,0.0,865722.9355063445,106230.01004360654,0.0,2079315.1130618933,242903.39050786168,0.0,1529142.8526638336,197336.25797042978,0.0,1669550.6722825912,197269.76989233252,0.0,1031495.5228018232,151706.04392073833,0.0,3712316.8225086024,464677.37364941754 
 07/19  19:00:00,0.0,1457621.559401943,237998.8778488484,0.0,313345.29372998356,29769.93917077862,0.0,402797.9183477523,59514.57856569654,0.0,928670.3559386239,148751.737137577,0.0,460501.0693229621,59517.6473611625,0.0,668175.0585813896,59540.350427395744,0.0,1841428.3390262052,245714.2169477259,0.0,784799.3901796562,104159.05913044303,0.0,1538476.5608614432,238079.55007101787,0.0,1089043.296136354,193417.19923797168,0.0,1220803.215110138,193349.68545486705,0.0,945156.3037343386,148770.37466935595,0.0,2641489.0089040557,455438.84774820646 
 07/19  20:00:00,0.0,1187313.080955492,231351.3970453327,0.0,241784.69930537767,28939.4845023473,0.0,341214.0500303068,57852.53302379139,0.0,723305.5987122911,144581.81485345337,0.0,364896.55125568586,57854.15111875431,0.0,484057.57219829387,57876.617143909665,0.0,1281787.9434313527,238799.2853666955,0.0,657982.8865962374,101256.33523252243,0.0,1119312.2922091326,231401.12733493466,0.0,748641.7276461478,187965.30653798708,0.0,874057.0525882985,187919.43417779688,0.0,809392.4738310216,144625.16396493002,0.0,1823874.5257959408,442611.1578321516 
 07/19  21:00:00,0.0,1023157.4111665683,241778.5555125003,0.0,201173.49650736366,30235.131256044853,0.0,302325.8351192505,60456.77456746355,0.0,601523.3494818751,151095.93755814858,0.0,307425.1640582837,60454.735291306606,0.0,393638.98099853715,60468.02753609046,0.0,994688.0964359974,249543.0769174501,0.0,593798.4168512053,105813.09552229656,0.0,890927.713946145,241823.63717404695,0.0,560745.5350174587,196428.5563637538,0.0,681833.3104841614,196381.02127189212,0.0,759692.3422173095,151151.0859799149,0.0,1388872.81813766,462549.20906773943 
 07/19  22:00:00,0.0,909564.1363289495,235022.37004266816,0.0,174982.40378619317,29374.374895518406,0.0,277127.269591737,58754.776691133986,0.0,522450.7037077921,146886.935652165,0.0,268273.5241943246,58753.04720658059,0.0,340123.85126756236,58749.01477787751,0.0,826891.0661491093,242598.33302971287,0.0,552744.6769935369,102818.09219599213,0.0,751812.7659035886,235112.05162324675,0.0,451994.8776010665,191027.44920251082,0.0,563921.5020215681,190943.08700195624,0.0,724563.6445137168,146889.88897925013,0.0,1137093.8757726655,449811.06873672415 
 07/19  23:00:00,0.0,814736.8395465608,204580.1621249512,0.0,154443.87162908568,25561.33766004105,0.0,255470.06038422417,51133.77234090064,0.0,462080.89801135624,127873.12267000237,0.0,237080.47342599367,51136.72792738585,0.0,300048.61229709134,51124.17170830876,0.0,710267.9941092065,211211.62693122242,0.0,515267.1038342441,89470.72574090098,0.0,649257.6014977884,204703.33959701244,0.0,380714.4706782036,166369.64932307077,0.0,480529.56896941335,166261.29246854715,0.0,684391.6481165091,127826.65840216447,0.0,963639.0861681602,391724.2448132278 
 07/19  24:00:00,0.0,718209.0537399652,207110.2676197978,0.0,134853.80105373575,25889.424761716764,0.0,232811.4639450931,51777.619544535235,0.0,404097.83194312616,129445.22431240077,0.0,207160.4014983828,51777.16064076949,0.0,262650.5818910128,51778.53958292692,0.0,603867.882907781,213801.21581448836,0.0,474355.0152085654,90612.77354201811,0.0,547625.9059363551,207204.5663644441,0.0,314826.5597000293,168383.2892521493,0.0,401282.3910817788,168285.739700825,0.0,631041.979589003,129445.44981200817,0.0,796634.7185500531,396470.9095326216 
 07/20  01:00:00,0.0,568233.9487000485,37244.049781496986,0.0,105009.25514056506,4655.578376455454,0.0,200754.91928008213,9311.061700741167,0.0,313094.96972650045,23277.541428364857,0.0,161350.62190407567,9311.040431409998,0.0,198164.2583929659,9311.142197695162,0.0,403747.6914869931,38446.65196507581,0.0,408055.9433119159,16294.448402281727,0.0,315498.22964647936,37260.06472510613,0.0,150903.26727258816,30277.75177112013,0.0,218964.90536612092,30261.197140030672,0.0,539171.765916114,23277.733834971594,0.0,396802.58634848235,71291.84378138951 
 07/20  02:00:00,0.0,324463.9314160234,0.0,0.0,56400.157732178755,0.0,0.0,150666.86482418666,0.0,0.0,163375.30419889156,0.0,0.0,86669.84484190203,0.0,0.0,83052.25398909536,0.0,0.0,63176.175132328346,0.0,0.0,294153.9718321546,0.0,0.0,7722.722765314798,0.0,0.0,0.0,0.0,0.0,1192.6885947664623,0.0,0.0,379808.62090819125,0.0,0.0,0.0,0.0 
 07/20  03:00:00,0.0,121638.59745216276,0.0,0.0,15908.078132745753,0.0,0.0,108260.30134310844,0.0,0.0,40150.96331589178,0.0,0.0,24532.98937070306,0.0,0.0,5025.693928026714,0.0,0.0,0.0,0.0,0.0,198634.426857673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244618.16133118607,0.0,0.0,0.0,0.0 
 07/20  04:00:00,0.0,4040.896916645619,0.0,0.0,0.0,0.0,0.0,73950.68238111789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122656.65917280807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137331.21044315942,0.0,0.0,0.0,0.0 
 07/20  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54146.083158475005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77058.7755392652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85813.23107257936,0.0,0.0,0.0,0.0 
 07/20  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57880.88592313318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65451.50522059009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132497.55417055223,0.0,0.0,0.0,0.0 
 07/20  07:00:00,0.0,0.0,0.0,0.0,929.5180068274648,0.0,0.0,67435.27810993353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74319.95647622539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179610.6577076752,0.0,0.0,0.0,0.0 
 07/20  08:00:00,0.0,157131.41829307337,0.0,0.0,49459.227203611386,0.0,0.0,111807.05704305058,0.0,0.0,132633.39379400303,0.0,0.0,57274.439419096045,0.0,0.0,24964.92956124424,0.0,0.0,93066.14031739873,0.0,0.0,140929.15608804987,0.0,0.0,92593.77275301909,0.0,0.0,56524.379810817794,0.0,0.0,140187.87966526396,0.0,0.0,465454.0905225857,0.0,0.0,445919.42862759164,0.0 
 07/20  09:00:00,0.0,674308.8489330326,329269.6485803608,0.0,156478.06910311396,62493.015865528185,0.0,192438.3336988283,84876.83759197677,0.0,494419.0664068607,230294.99894048122,0.0,222053.45817866526,100338.69940992104,0.0,231216.3683702338,106168.00079127889,0.0,955190.2003265332,442628.7409950816,0.0,291223.24627865717,135205.63042480184,0.0,1216556.1191086962,517241.5141566524,0.0,909491.0722637859,401079.4955239393,0.0,1242618.34757923,474073.9222027481,0.0,953155.5942883305,347034.01065379224,0.0,3237864.228907685,1172868.8223016425 
 07/20  10:00:00,0.0,1088643.35107069,442710.8052634106,0.0,234361.0397937525,50620.684943068976,0.0,243071.31520566938,105795.69113725865,0.0,787223.4592915917,275531.56440514687,0.0,351532.44665567885,108891.4265148354,0.0,365794.9770738056,107154.65257946591,0.0,1686990.4403778478,448546.59635366616,0.0,359769.06731344596,180886.1140075576,0.0,2223135.408416978,405273.53059568506,0.0,1705732.869860007,337516.4626412085,0.0,2101105.3256760715,305646.1053224731,0.0,1151429.2589714737,236409.6117108427,0.0,5284064.015134685,696284.5025851009 
 07/20  11:00:00,0.0,1399880.3120984898,305155.6668580692,0.0,291979.6724743436,35254.222892138874,0.0,278438.5414270338,76422.71032135941,0.0,997236.0237611854,185464.5749053156,0.0,448814.88824643486,72876.68624350711,0.0,451611.0038345308,72316.98355641146,0.0,2238802.4417443406,295903.7620965296,0.0,398755.6889088245,136465.22184396593,0.0,3031871.3474115366,280069.2888686219,0.0,2334867.7361368053,228323.08449023764,0.0,2643334.6467703073,226197.33362610318,0.0,1128305.0053467697,175588.47430577085,0.0,6410028.773069234,532191.7444002815 
 07/20  12:00:00,0.0,1645616.1327898253,291050.3031891107,0.0,343721.3232152778,36065.22714484442,0.0,316720.3930185242,73230.73124788901,0.0,1151596.2974644012,181074.9939036459,0.0,527905.1728557559,72276.01226134386,0.0,520813.51730990154,72249.86451288099,0.0,2641844.8485770267,297982.8490294425,0.0,445197.28541649505,129652.22263448632,0.0,3636838.260447545,288507.6047518011,0.0,2781372.966227132,234459.82869276457,0.0,2970211.7051818534,234310.13340282516,0.0,1059138.538159007,180451.21917287644,0.0,6988256.247059013,552003.0701371457 
 07/20  13:00:00,0.0,1843714.456514088,303954.8810070381,0.0,384235.1722877695,37951.937674882,0.0,352929.0406012079,76116.48535304883,0.0,1256919.9630062913,189873.66387528478,0.0,586188.1523008626,75927.5739195259,0.0,609681.3880203826,75921.20814832402,0.0,2938799.661050278,313442.90719353163,0.0,527149.0122732752,133733.83438323493,0.0,3936911.0110005587,303671.68450948433,0.0,2986016.367119791,246778.71355602285,0.0,3136354.7903620563,246635.6300722209,0.0,1060457.4053194171,189862.58562795602,0.0,7271630.573814158,581049.3949684537 
 07/20  14:00:00,0.0,2001554.4604989556,286106.56125856814,0.0,410332.0108567016,35749.97706744566,0.0,383769.286195445,71549.07864136438,0.0,1327988.1783466178,178808.69548322036,0.0,624975.1777516892,71515.16831741591,0.0,751555.2795623748,71500.54056064456,0.0,3204853.2869320405,295245.23294356395,0.0,657578.5741621121,125288.7056345149,0.0,3908970.6693591196,286082.2872686241,0.0,2956591.774069779,232483.02239309408,0.0,3110505.840373319,232348.2319453985,0.0,1091540.6267748247,178830.6442442,0.0,7162525.137384395,547391.0666714942 
 07/20  15:00:00,0.0,2044974.4167813016,276279.47776527726,0.0,413602.7647785801,34526.839178160255,0.0,404899.53764570097,69075.04844156503,0.0,1329739.6503261554,172673.31937967832,0.0,628982.9634045543,69064.14584334438,0.0,878499.7361200372,69048.00122839453,0.0,3274200.221265964,285139.78259259945,0.0,782441.8652067622,120877.98535885628,0.0,3528513.139809491,276328.6304346675,0.0,2668690.3962060227,224551.63190525936,0.0,2827754.0931344503,224423.78056914356,0.0,1094216.7643027073,172685.2696352454,0.0,6489300.217686376,528718.7381158798 
 07/20  16:00:00,0.0,1937076.7883449164,323098.9104150566,0.0,395124.1081265634,40406.02720781884,0.0,416780.84226847155,80764.27964985647,0.0,1246825.0948346746,201942.02817052754,0.0,595123.513519157,80789.42972566964,0.0,884914.1772444752,80821.80162275204,0.0,3010822.1516866405,333655.77426283184,0.0,832104.0723758622,141352.35739168504,0.0,2988436.7553525865,323364.5806573928,0.0,2245829.2141520376,262740.84924941545,0.0,2410562.8174699186,262620.8744616894,0.0,1084877.803487803,201918.44617732597,0.0,5511405.221200226,618676.7357795355 
 07/20  17:00:00,0.0,1719165.2399009152,344024.3911649707,0.0,360019.05246135895,43014.055405357554,0.0,410883.3416766844,86006.02547908227,0.0,1102029.827253588,215017.61938074767,0.0,534286.3035061731,86015.10656753607,0.0,771978.6720227833,86030.42842777928,0.0,2493536.334807096,355183.48925551056,0.0,791135.6906144556,150516.19843357016,0.0,2421941.8145354404,344219.05425044446,0.0,1789284.8096289514,279693.43118369847,0.0,1951721.1893587257,279558.5821225142,0.0,1046488.6996131984,215016.1393581896,0.0,4421163.415937299,658584.0378403708 
 07/20  18:00:00,0.0,1450661.9009503964,315666.57854487683,0.0,311341.5563949935,39492.187914450085,0.0,381383.73170301784,78926.22397284082,0.0,919180.8447012923,197294.26893376125,0.0,455554.4261576638,78944.27100508871,0.0,639813.0222408017,78986.65564249137,0.0,1924880.9444519137,325968.7772180607,0.0,722732.6884616527,138136.70319783982,0.0,1810955.3010155852,315886.4607036428,0.0,1298334.7919594175,256631.56890886184,0.0,1449066.1029420944,256542.40949447048,0.0,947958.9713478958,197311.44529330975,0.0,3219787.1210584408,604314.9687778841 
 07/20  19:00:00,0.0,1110350.9985790616,30426.367941682838,0.0,244851.84972487245,41952.146040726184,0.0,254400.5146788131,345912.3194847882,0.0,690047.0030929162,19716.136286623907,0.0,351466.7709603754,22669.966466278962,0.0,467802.88160231186,0.0,0.0,1256414.1182963862,0.0,0.0,606492.3919547262,86857.75604761213,0.0,1057513.1539842242,0.0,0.0,709538.2937858762,0.0,0.0,837405.3895626923,0.0,0.0,779540.2091101717,24889.12862684683,0.0,1787106.070863728,0.0 
 07/20  20:00:00,0.0,735048.1645171833,0.0,0.0,157329.00133122187,0.0,0.0,260694.11274903585,136974.8741785806,0.0,428358.9815824152,0.0,0.0,226411.82195621423,0.0,0.0,257879.82366293372,0.0,0.0,556755.8075065494,0.0,0.0,437607.2784338109,0.0,0.0,323019.81545478135,0.0,0.0,152683.66932120765,0.0,0.0,246632.14014826895,0.0,0.0,563976.085783858,0.0,0.0,434552.2977373596,0.0 
 07/20  21:00:00,0.0,473549.07030244387,0.0,0.0,97904.41798303796,0.0,0.0,196847.78386708512,33255.95988100456,0.0,250379.6209145282,0.0,0.0,140252.9670838446,0.0,0.0,126890.60614010454,0.0,0.0,120837.26454357414,0.0,0.0,330207.15183219325,0.0,0.0,322.60519798219957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432832.2558232563,0.0,0.0,0.0,0.0 
 07/20  22:00:00,0.0,364147.4092016567,0.0,0.0,72618.21328900848,0.0,0.0,169537.09236064716,0.0,0.0,177802.61381616583,0.0,0.0,103395.9522524964,0.0,0.0,80311.5096642601,0.0,0.0,0.0,0.0,0.0,290360.5239264308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386970.7835548289,0.0,0.0,0.0,0.0 
 07/20  23:00:00,0.0,252961.82203758002,0.0,0.0,48470.86671562391,0.0,0.0,143402.41441813455,0.0,0.0,109331.45756167162,0.0,0.0,67475.2086622889,0.0,0.0,33033.662163505374,0.0,0.0,0.0,0.0,0.0,242940.05616419108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327012.2292760601,0.0,0.0,0.0,0.0 
 07/20  24:00:00,0.0,125668.34614779768,0.0,0.0,21837.000439975236,0.0,0.0,114701.55130098971,0.0,0.0,32939.309624828966,0.0,0.0,27508.555006578077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185232.54804224794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248209.98933602133,0.0,0.0,0.0,0.0 
 07/21  01:00:00,0.0,55936.35302207483,0.0,0.0,7446.881635865152,0.0,0.0,97419.5865441302,0.0,0.0,739.353086607665,0.0,0.0,5965.805538321138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153691.7299197171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205919.35995799938,0.0,0.0,0.0,0.0 
 07/21  02:00:00,0.0,3863.3801910862658,0.0,0.0,3.3279397143371527,0.0,0.0,77912.67732087764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114920.87319906914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152937.7494890232,0.0,0.0,0.0,0.0 
 07/21  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59254.56860918112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77351.6678682775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100534.52708172059,0.0,0.0,0.0,0.0 
 07/21  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42864.524486305505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44536.04267293541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54823.18017203318,0.0,0.0,0.0,0.0 
 07/21  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31190.218480731477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22031.379363162545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25012.44514888811,0.0,0.0,0.0,0.0 
 07/21  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30809.89570571755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20420.58087031633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34678.54858540364,0.0,0.0,0.0,0.0 
 07/21  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41727.452536699784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29305.146292259393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89987.95536810863,0.0,0.0,0.0,0.0 
 07/21  08:00:00,0.0,46624.99397854386,0.0,0.0,21619.095704020783,0.0,0.0,78882.72137240572,0.0,0.0,49050.77302457609,0.0,0.0,18187.064930216886,0.0,0.0,2059.198979497544,0.0,0.0,13220.942327824014,0.0,0.0,76415.12310159841,0.0,0.0,15097.36143963606,0.0,0.0,6344.764705746473,0.0,0.0,29382.4620100783,0.0,0.0,301926.62096610613,0.0,0.0,128303.56497763963,0.0 
 07/21  09:00:00,0.0,422109.3624717131,0.0,0.0,111952.89976653157,0.0,0.0,152141.69392961432,0.0,0.0,328081.286194338,0.0,0.0,144153.54510384996,0.0,0.0,136975.34330582205,0.0,0.0,610141.6714351441,0.0,0.0,197661.42151136103,0.0,0.0,826242.7678215248,0.0,0.0,601936.626076357,0.0,0.0,776977.2552025493,0.0,0.0,652780.8327610543,76683.38536200755,0.0,2061958.5737904268,0.0 
 07/21  10:00:00,0.0,785397.1133477077,542585.3865956939,0.0,193926.0004398186,104559.01787103615,0.0,217198.3615383542,144920.8902716479,0.0,592908.4712516521,386828.22887586383,0.0,266461.90417854284,167381.62457864024,0.0,285936.3357993426,175081.24839003824,0.0,1299093.5480968002,769096.74534443,0.0,299078.5035492191,211893.94543181837,0.0,1780176.31520344,903930.2372582647,0.0,1344861.3637231379,707789.7930742267,0.0,1527107.901575008,752285.2650838789,0.0,827893.8125447113,520786.501771428,0.0,3796921.7390402695,1817084.7837246875 
 07/21  11:00:00,0.0,953497.5114168727,498790.1903007981,0.0,236930.37297837966,54500.69938266199,0.0,252588.2314561364,122864.17486945173,0.0,720751.649639389,307085.5813620318,0.0,328846.99352692073,120774.79747724775,0.0,343170.1249000383,118518.4348550991,0.0,1616572.4723367044,479138.8030798951,0.0,336456.0140901459,213202.6438085827,0.0,2221212.531610697,416336.95250429085,0.0,1689135.4045823058,346525.30489720125,0.0,1834280.605879283,332230.63927200955,0.0,848500.8811219761,276418.3304595072,0.0,4433306.18179559,769277.2491033864 
 07/21  12:00:00,0.0,1134012.2451520874,364557.75882385415,0.0,281449.2109253963,42015.81738703444,0.0,288766.026941704,89773.28312949484,0.0,850935.8591509279,220734.4796287784,0.0,393894.7602497888,86767.60323280227,0.0,401648.6050500398,86158.55848900403,0.0,1923108.4526900793,351542.70409139944,0.0,378322.9888325804,163341.1033494701,0.0,2639061.112205329,334458.14185342955,0.0,2005260.871717621,272318.11089394067,0.0,2133902.3649915215,271451.4099644285,0.0,888814.8041208938,213490.9284537253,0.0,5047357.0929615125,639053.3137475122 
 07/21  13:00:00,0.0,1298592.6482451828,320726.8152077267,0.0,317455.44425608974,39551.88416551572,0.0,320101.61807927827,79939.86241445904,0.0,956012.8726963736,198860.29830540082,0.0,447628.3986203243,79307.52283538585,0.0,463111.45554463076,79260.90497491341,0.0,2158663.3983026454,326872.4513382792,0.0,430689.1543873325,142479.2542149833,0.0,2896349.570392643,316486.77677307714,0.0,2193019.873690958,257193.4279284734,0.0,2320870.1037448607,257038.13088042007,0.0,928776.6583522707,198170.65591942595,0.0,5425469.543822888,605544.6345254049 
 07/21  14:00:00,0.0,1447983.8000173655,310539.36367363983,0.0,343465.65093351196,38745.28850387837,0.0,345640.02374949254,77615.45716769432,0.0,1040518.4760955896,193873.9945602289,0.0,489964.149012984,77520.49646658738,0.0,542768.0207257378,77509.31466501497,0.0,2381933.065942258,320023.41079121875,0.0,504244.17497679696,136457.93284273817,0.0,3045263.2438734947,310065.35612987296,0.0,2299211.933304267,251973.67093159715,0.0,2435907.190243114,251825.66634688203,0.0,967826.5968036791,193845.83267782905,0.0,5648879.159077176,593274.372358964 
 07/21  15:00:00,0.0,1527163.2814805168,330846.80969005043,0.0,351532.85977234074,41343.947108400615,0.0,361288.20682463987,82711.82275353427,0.0,1070388.7474474746,206756.41027833367,0.0,506353.6982703355,82697.26665999249,0.0,594948.4174823096,82691.36081354093,0.0,2424869.017280981,341455.27796198643,0.0,561358.4746696502,144850.5580518309,0.0,2920370.3858930473,330893.45550735015,0.0,2197945.0782052353,268888.3980577846,0.0,2340531.175496835,268738.7084779587,0.0,973091.368050854,206761.1716899722,0.0,5405245.23853082,633114.4697759887 
 07/21  16:00:00,0.0,1434988.6923936023,340799.8810520874,0.0,323800.9422301914,42578.387171506554,0.0,350427.5610337111,85200.21006184467,0.0,983886.0428505186,212985.88039383164,0.0,471038.6622542002,85181.80805738024,0.0,534486.1101898781,85173.58537353159,0.0,2081461.8111355996,351716.57599463634,0.0,537498.2140453736,149124.66159611777,0.0,2439145.3166123894,340800.33055609465,0.0,1821335.8874972048,276953.0475188768,0.0,1963999.2432378568,276785.3602862182,0.0,907525.3561515717,212996.42793927126,0.0,4494307.896624598,652085.3661704548 
