Date/Time,1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_HOLE_42DD345D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_TOILET_4E44BD7A IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),1F_WASHROOM_6773AF9E IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),2FHOLE_C4B90F82 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),2FWASHROOM_778A762F IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),BATHROOM_9F1FBF64 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),BEDROOM_B9C9289D IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),CLOSET_CC7131EC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),JAPANESESTYLEROOM_9BC0AA3B IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KIDSROOM1_19289EFA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KIDSROOM2_1C04A021 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),KITCHEN_3B0B7236 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),LIVINGDINING_68F4D467 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly) 
 02/16  23:00:00,1270319.2582182484,0.0,0.0,247902.04505072144,0.0,0.0,257593.15881750995,0.0,0.0,814356.6339328124,0.0,0.0,391530.8591931848,0.0,0.0,339476.3248123802,0.0,0.0,1066807.9351345159,0.0,0.0,400686.9328218413,0.0,0.0,1073276.9087162653,0.0,0.0,955699.4762143509,0.0,0.0,939529.6650239143,0.0,0.0,857184.1075793637,0.0,0.0,2366175.336103414,0.0,0.0 
 02/16  24:00:00,1398616.9979889665,0.0,0.0,271962.8479952562,0.0,0.0,281268.95698669285,0.0,0.0,892583.7111677348,0.0,0.0,429556.03554811515,0.0,0.0,382353.4598291409,0.0,0.0,1276544.2541923146,0.0,0.0,438512.5351263535,0.0,0.0,1307312.506793215,0.0,0.0,1141312.7939824343,0.0,0.0,1134874.7503663679,0.0,0.0,917812.9754083469,0.0,0.0,2775064.921060392,0.0,0.0 
 02/17  01:00:00,1516930.7051454918,0.0,0.0,293831.1215686591,0.0,0.0,302795.3205752382,0.0,0.0,963286.2559281362,0.0,0.0,464329.9281710031,0.0,0.0,421109.636663563,0.0,0.0,1450998.4473329561,0.0,0.0,474238.7572698713,0.0,0.0,1505819.8067592315,0.0,0.0,1284082.0868697139,0.0,0.0,1297573.7503200953,0.0,0.0,972047.915802297,0.0,0.0,3108451.9174518827,0.0,0.0 
 02/17  02:00:00,1611807.032974334,0.0,0.0,312853.56681387493,0.0,0.0,324125.32367999916,0.0,0.0,1019820.9207524118,0.0,0.0,493453.8754317881,0.0,0.0,453670.03049512557,0.0,0.0,1584520.008079838,0.0,0.0,510282.5689257949,0.0,0.0,1662243.4783572785,0.0,0.0,1386622.5487745607,0.0,0.0,1424263.3441923326,0.0,0.0,1027773.2427984425,0.0,0.0,3359755.60149196,0.0,0.0 
 02/17  03:00:00,1706056.3350609615,0.0,0.0,330642.0970244384,0.0,0.0,344354.1662428181,0.0,0.0,1074204.419098048,0.0,0.0,521014.8836061123,0.0,0.0,484590.4984666635,0.0,0.0,1702006.6698403475,0.0,0.0,545394.722144881,0.0,0.0,1800047.9365487578,0.0,0.0,1472717.5821124674,0.0,0.0,1534300.473449579,0.0,0.0,1080758.4443330965,0.0,0.0,3581088.494625696,0.0,0.0 
 02/17  04:00:00,1801369.938163339,0.0,0.0,347687.06659526005,0.0,0.0,362388.5353787115,0.0,0.0,1128677.5296323886,0.0,0.0,548185.3309399004,0.0,0.0,514613.0696010844,0.0,0.0,1811574.5466691167,0.0,0.0,577394.7058086412,0.0,0.0,1924200.394691382,0.0,0.0,1550290.4246424572,0.0,0.0,1633359.7256790288,0.0,0.0,1127011.8829642565,0.0,0.0,3781527.2046693806,0.0,0.0 
 02/17  05:00:00,1869511.157738818,0.0,0.0,360376.4385016515,0.0,0.0,377764.33709777135,0.0,0.0,1165874.6628517117,0.0,0.0,567839.1119152053,0.0,0.0,536979.2587734759,0.0,0.0,1884871.33560654,0.0,0.0,605633.011487099,0.0,0.0,2008931.9874434187,0.0,0.0,1597500.1230192946,0.0,0.0,1699824.716162018,0.0,0.0,1165350.291970713,0.0,0.0,3909181.410798885,0.0,0.0 
 02/17  06:00:00,1940569.7389045297,0.0,0.0,372531.0259349914,0.0,0.0,391851.45948410226,0.0,0.0,1204079.8657832174,0.0,0.0,587302.7196074006,0.0,0.0,559036.3471960387,0.0,0.0,1955731.2254884774,0.0,0.0,632120.2394504653,0.0,0.0,2088731.5424559903,0.0,0.0,1642146.4678646973,0.0,0.0,1761742.3604307165,0.0,0.0,1199692.1846863267,0.0,0.0,4031535.326754305,0.0,0.0 
 02/17  07:00:00,1985670.348175432,0.0,0.0,377637.79084943107,0.0,0.0,399473.58407972305,0.0,0.0,1222961.782393064,0.0,0.0,597592.3965539626,0.0,0.0,571331.4452391746,0.0,0.0,1943246.5033903434,0.0,0.0,650718.0322696678,0.0,0.0,2007053.3585605468,0.0,0.0,1573704.809722657,0.0,0.0,1655676.6663034225,0.0,0.0,1132394.8317267257,0.0,0.0,3724343.3537538205,0.0,0.0 
 02/17  08:00:00,1842689.5394627447,0.0,0.0,345898.47377739946,0.0,0.0,385150.4150396938,0.0,0.0,1116661.6557116914,0.0,0.0,553036.9286138077,0.0,0.0,526329.9290010894,0.0,0.0,1415590.224481698,0.0,0.0,645142.9978159575,0.0,0.0,980945.8664945095,0.0,0.0,814384.3130952537,0.0,0.0,663957.4119496618,0.0,0.0,728404.2076241397,0.0,0.0,1215069.3045959673,0.0,0.0 
 02/17  09:00:00,1531453.0163060126,0.0,0.0,288242.4061278907,0.0,0.0,359454.4600192788,0.0,0.0,905583.8052908172,0.0,0.0,462350.2707888585,0.0,0.0,437277.0504854623,0.0,0.0,654808.1281515185,0.0,0.0,626136.0200479212,0.0,0.0,26848.54942098677,0.0,0.0,41378.118888100005,0.0,0.0,0.0,0.0,0.0,479897.7419158627,0.0,0.0,0.0,0.0,0.0 
 02/17  10:00:00,1197031.9353504267,0.0,0.0,227235.8711084957,0.0,0.0,330764.44547647773,0.0,0.0,685539.1585200349,0.0,0.0,362326.74131155654,0.0,0.0,346961.74016046914,0.0,0.0,49064.68695617925,0.0,0.0,601237.2270509982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395419.7236326681,0.0,0.0,0.0,1.4286753902651497,0.0 
 02/17  11:00:00,894238.6523920591,0.0,0.0,168855.81941868126,0.0,0.0,293970.72358009557,0.0,0.0,497068.5847355869,0.0,0.0,268680.9481719269,0.0,0.0,268156.5473759849,0.0,0.0,0.0,0.0,0.0,561349.9447991188,0.0,0.0,0.0,2.7419515552632023,0.0,0.0,0.8023779474208116,0.0,0.0,1.4273124379738622,0.0,409516.3544370986,0.0,0.0,0.0,9.229606413333828,0.0 
 02/17  12:00:00,632131.0937315758,0.0,0.0,112462.43550728088,0.0,0.0,252124.65532670316,0.0,0.0,324562.8975445968,0.0,0.0,180570.53595513268,0.0,0.0,195273.1944480441,0.0,0.0,0.0,0.0,0.0,510825.6171434154,0.0,0.0,0.0,99.91080014959488,0.0,0.0,73.24988010360423,0.0,0.0,70.23944053635503,0.0,478957.24726727407,0.0,0.0,0.0,174.59128382675783,0.0 
 02/17  13:00:00,393011.02772627556,0.0,0.0,64680.44868684358,0.0,0.0,204914.94138665168,0.0,0.0,176519.81637430622,0.0,0.0,104100.380639451,0.0,0.0,106617.19006360589,0.0,0.0,0.0,0.0,0.0,419568.345059756,0.0,0.0,0.0,2.7506796885284235,0.0,0.0,3.6727714351594924,0.0,0.0,4.031942755513088,0.0,468536.225731596,0.0,0.0,0.0,7.703783357661848,0.0 
 02/17  14:00:00,228391.9245570925,0.0,0.0,38326.58517737026,0.0,0.0,163553.9563449419,0.0,0.0,94324.59597170478,0.0,0.0,61781.40620246079,0.0,0.0,12372.926397370891,0.0,0.0,0.0,0.0,0.0,292772.65938693535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433068.80724804965,0.0,0.0,0.0,0.0,0.0 
 02/17  15:00:00,168358.1908786994,0.0,0.0,34669.5144648134,0.0,0.0,134305.48552591575,0.0,0.0,80480.35903702937,0.0,0.0,53003.817109810814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181213.76239266826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424717.4838208066,0.0,0.0,0.0,0.0,0.0 
 02/17  16:00:00,187012.63341661872,0.0,0.0,42125.30200810364,0.0,0.0,116354.16025464426,0.0,0.0,102058.6888589045,0.0,0.0,62422.2084040942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123566.15261851624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437712.7419047457,0.0,0.0,0.0,0.0,0.0 
 02/17  17:00:00,281660.38021049777,0.0,0.0,61884.992812836936,0.0,0.0,112919.42056994069,0.0,0.0,167771.0949638692,0.0,0.0,93925.5483259402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95641.0376397227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493433.7710356463,0.0,0.0,0.0,0.0,0.0 
 02/17  18:00:00,490065.0868830078,0.0,0.0,99003.49350787677,0.0,0.0,121733.38481803308,0.0,0.0,296071.35822567466,0.0,0.0,152549.17937650703,0.0,0.0,5294.287913978502,0.0,0.0,0.0,0.0,0.0,169710.45440517922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548424.4584181115,0.0,0.0,0.0,0.0,0.0 
 02/17  19:00:00,641539.9249103105,0.0,0.0,125961.90898838024,0.0,0.0,136960.7169719205,0.0,0.0,391040.952721472,0.0,0.0,195104.45411682135,0.0,0.0,78211.08803704969,0.0,0.0,0.0,0.0,0.0,219832.04008562103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565737.892399685,0.0,0.0,0.0,0.0,0.0 
 02/17  20:00:00,735903.9301784515,0.0,0.0,143981.24524202943,0.0,0.0,152483.41212490373,0.0,0.0,453372.2444681241,0.0,0.0,224331.4856813632,0.0,0.0,136385.182055722,0.0,0.0,0.0,0.0,0.0,245274.78338945683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574054.1995820188,0.0,0.0,0.0,0.0,0.0 
 02/17  21:00:00,817540.0405265115,0.0,0.0,158672.689868233,0.0,0.0,165365.70924288,0.0,0.0,507072.5231859973,0.0,0.0,249936.24350199557,0.0,0.0,176052.56406325585,0.0,0.0,0.0,0.0,0.0,263548.6727416154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584192.8722841307,0.0,0.0,206897.1059013185,0.0,0.0 
 02/17  22:00:00,902560.4657389268,0.0,0.0,175060.68194711892,0.0,0.0,181119.76386611184,0.0,0.0,562580.4540010241,0.0,0.0,277013.3497097789,0.0,0.0,208937.3632642159,0.0,0.0,214152.45862154374,0.0,0.0,286581.3086941707,0.0,0.0,173572.02577333507,0.0,0.0,240928.24410497153,0.0,0.0,185842.32749887402,0.0,0.0,613220.8535502082,0.0,0.0,902895.1959503724,0.0,0.0 
 02/17  23:00:00,995875.5454589091,0.0,0.0,193719.43006650568,0.0,0.0,200730.3434002419,0.0,0.0,621910.0450202966,0.0,0.0,306174.7484247047,0.0,0.0,244036.99030109652,0.0,0.0,513060.9026256896,0.0,0.0,316727.4804091997,0.0,0.0,523755.65208205883,0.0,0.0,507112.24507205555,0.0,0.0,475873.83567368606,0.0,0.0,661057.7560683654,0.0,0.0,1406449.0855589062,0.0,0.0 
 02/17  24:00:00,1086499.767987035,0.0,0.0,210516.73771024588,0.0,0.0,217391.77761328232,0.0,0.0,677613.1683799758,0.0,0.0,333181.7209918001,0.0,0.0,276852.44498686644,0.0,0.0,716559.580760506,0.0,0.0,344294.9217001902,0.0,0.0,763449.5419929973,0.0,0.0,697307.7695558035,0.0,0.0,668102.9591907508,0.0,0.0,702243.5938998124,0.0,0.0,1762714.5641188382,0.0,0.0 
 02/18  01:00:00,1178163.62877187,0.0,0.0,227878.71927517845,0.0,0.0,235496.67356027054,0.0,0.0,734682.6739895525,0.0,0.0,360846.1558201237,0.0,0.0,309471.70572230534,0.0,0.0,884234.8900022027,0.0,0.0,374339.3606327731,0.0,0.0,946509.0135299078,0.0,0.0,847802.0012231467,0.0,0.0,821675.1244213639,0.0,0.0,748771.095994635,0.0,0.0,2070559.6060219565,0.0,0.0 
 02/18  02:00:00,1271488.094612602,0.0,0.0,245666.7544422163,0.0,0.0,254142.3873837545,0.0,0.0,792923.568178562,0.0,0.0,389066.57687206665,0.0,0.0,341685.2985191743,0.0,0.0,1041386.0926457652,0.0,0.0,405095.55945807736,0.0,0.0,1114412.422639885,0.0,0.0,973770.2612078438,0.0,0.0,963587.9384687778,0.0,0.0,799505.7083131762,0.0,0.0,2356765.0682130023,0.0,0.0 
 02/18  03:00:00,1355151.1103676904,0.0,0.0,261747.6993416461,0.0,0.0,272420.7830604082,0.0,0.0,844485.3422707147,0.0,0.0,414320.6017005385,0.0,0.0,370643.4622551786,0.0,0.0,1176847.481191788,0.0,0.0,435767.07804212393,0.0,0.0,1261469.9689432536,0.0,0.0,1075897.1222323691,0.0,0.0,1085415.9936853717,0.0,0.0,848464.8675134014,0.0,0.0,2599599.4687187625,0.0,0.0 
 02/18  04:00:00,1432050.959395462,0.0,0.0,276068.84644663037,0.0,0.0,288741.36170759087,0.0,0.0,891170.0850254912,0.0,0.0,437157.7124964095,0.0,0.0,396686.64471048425,0.0,0.0,1292595.373594385,0.0,0.0,463743.7121756272,0.0,0.0,1387478.4298050497,0.0,0.0,1159115.6293520671,0.0,0.0,1188669.1105222665,0.0,0.0,892162.0630279242,0.0,0.0,2803458.9857092327,0.0,0.0 
 02/18  05:00:00,1491454.5403269355,0.0,0.0,286209.1707245549,0.0,0.0,300110.15647099423,0.0,0.0,924831.5193240206,0.0,0.0,453857.6114946171,0.0,0.0,416430.3302890644,0.0,0.0,1374693.0179270585,0.0,0.0,484715.20240440115,0.0,0.0,1475278.884751733,0.0,0.0,1211852.1375569194,0.0,0.0,1258491.0978491167,0.0,0.0,918949.6041069301,0.0,0.0,2935573.262279217,0.0,0.0 
 02/18  06:00:00,1537163.6363209235,0.0,0.0,293181.92432555,0.0,0.0,308530.8700715194,0.0,0.0,949077.951331645,0.0,0.0,466090.7449301717,0.0,0.0,431356.63128484733,0.0,0.0,1431093.6839381347,0.0,0.0,501839.55744383996,0.0,0.0,1531873.12941189,0.0,0.0,1240891.8407088032,0.0,0.0,1301831.7307088783,0.0,0.0,934852.4979203213,0.0,0.0,3009904.7950765695,0.0,0.0 
 02/18  07:00:00,1560311.8449357585,0.0,0.0,295130.0910332549,0.0,0.0,314532.92385160294,0.0,0.0,957391.9035901568,0.0,0.0,471181.9890553792,0.0,0.0,439230.85351619945,0.0,0.0,1438959.8022101466,0.0,0.0,517872.1851377889,0.0,0.0,1508491.5955228545,0.0,0.0,1211732.6450478446,0.0,0.0,1269142.2636414436,0.0,0.0,913333.5697652022,0.0,0.0,2895221.1913233236,0.0,0.0 
 02/18  08:00:00,1452570.6748107001,0.0,0.0,269001.69520768273,0.0,0.0,301676.5834635177,0.0,0.0,870684.684929645,0.0,0.0,434070.2574584919,0.0,0.0,404600.55640770216,0.0,0.0,1207851.5980729205,0.0,0.0,512507.683810172,0.0,0.0,1139166.6330828166,0.0,0.0,918730.7366611509,0.0,0.0,938279.6662340419,0.0,0.0,786296.0939244726,0.0,0.0,2059578.6970580171,0.0,0.0 
 02/18  09:00:00,1258572.4502194426,0.0,0.0,224933.03334080722,0.0,0.0,275086.6774806802,0.0,0.0,723303.480001937,0.0,0.0,369122.7682484862,0.0,0.0,342899.57362108165,0.0,0.0,855028.187691659,0.0,0.0,491540.0501613658,0.0,0.0,643461.1200479903,0.0,0.0,523431.24627992394,0.0,0.0,537032.8814763835,0.0,0.0,675296.7592536424,0.0,0.0,1104796.7948557877,0.0,0.0 
 02/18  10:00:00,1019036.35110404,0.0,0.0,170701.35394643742,0.0,0.0,236650.7462412751,0.0,0.0,546848.1000528102,0.0,0.0,288417.9346144686,0.0,0.0,267421.72906658874,0.0,0.0,425862.0842099783,0.0,0.0,454562.49900758604,0.0,0.0,127242.21003547357,0.0,0.0,114863.36763371727,0.0,0.0,115565.58674177699,0.0,0.0,533827.3281229232,0.0,0.0,195489.58799003033,0.0,0.0 
 02/18  11:00:00,727417.6514213928,0.0,0.0,112565.36600928847,0.0,0.0,190585.53966330868,0.0,0.0,350869.4273450627,0.0,0.0,196506.68428411204,0.0,0.0,183285.90201450617,0.0,0.0,32256.83695159482,0.0,0.0,403402.7879142694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400869.4499763126,0.0,0.0,0.0,0.0,0.0 
 02/18  12:00:00,497795.38700173015,0.0,0.0,65125.609267232096,0.0,0.0,149200.3699319307,0.0,0.0,192109.50717781542,0.0,0.0,120448.87275026306,0.0,0.0,113986.12216780736,0.0,0.0,0.0,0.0,0.0,352378.81047569576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366767.3058182432,0.0,0.0,0.0,0.0,0.0 
 02/18  13:00:00,336142.2874723531,0.0,0.0,33317.69509455105,0.0,0.0,114241.97948439301,0.0,0.0,93245.0821837104,0.0,0.0,69188.35322753678,0.0,0.0,57781.7064256415,0.0,0.0,0.0,0.0,0.0,291555.5825114769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335444.7624663729,0.0,0.0,0.0,0.0,0.0 
 02/18  14:00:00,214078.8972762349,0.0,0.0,13446.548191596297,0.0,0.0,89223.71862401151,0.0,0.0,32067.842493952674,0.0,0.0,37250.55219442023,0.0,0.0,7317.99554027812,0.0,0.0,0.0,0.0,0.0,219632.5739822445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305050.47457042645,0.0,0.0,0.0,0.0,0.0 
 02/18  15:00:00,135781.8853211964,0.0,0.0,5827.7951968000425,0.0,0.0,72096.06930140761,0.0,0.0,1038.940173663198,0.0,0.0,18863.304311765394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165187.72109794323,0.0,0.0,0.0,10.900223675872965,0.0,0.0,0.2788171476454642,0.0,0.0,0.0,0.0,287076.34693624923,0.0,0.0,0.0,7.605750972454841,0.0 
 02/18  16:00:00,142612.98699691822,0.0,0.0,17154.142629030513,0.0,0.0,69318.30344640769,0.0,0.0,29015.9123818401,0.0,0.0,29895.67200048175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141078.05857139506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317222.3471873687,0.0,0.0,0.0,0.0,0.0 
 02/18  17:00:00,202201.2540793891,0.0,0.0,35381.07995169519,0.0,0.0,76389.24064183421,0.0,0.0,84549.77757093488,0.0,0.0,53839.18257544261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114295.0794524897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373336.532036865,0.0,0.0,0.0,0.0,0.0 
 02/18  18:00:00,388186.1789990218,0.0,0.0,72557.21878597542,0.0,0.0,96889.72009188234,0.0,0.0,208693.29200755307,0.0,0.0,110544.91971217442,0.0,0.0,35493.66085505723,0.0,0.0,0.0,0.0,0.0,162966.8699567769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459406.56447606155,0.0,0.0,0.0,0.0,0.0 
 02/18  19:00:00,557127.2735393483,0.0,0.0,101898.07538102445,0.0,0.0,112457.05397240334,0.0,0.0,320042.3125517288,0.0,0.0,158921.23275953613,0.0,0.0,101147.44736795907,0.0,0.0,0.0,0.0,0.0,199592.22494687562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484924.2978917446,0.0,0.0,0.0,0.0,0.0 
 02/18  20:00:00,650347.3578753977,0.0,0.0,121571.04427690394,0.0,0.0,129796.81329000587,0.0,0.0,390380.2512824135,0.0,0.0,190395.85892869337,0.0,0.0,141621.41984725933,0.0,0.0,25834.350521159166,0.0,0.0,222294.96976650014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504936.10511710227,0.0,0.0,29216.694514810566,0.0,0.0 
 02/18  21:00:00,776083.1847188697,0.0,0.0,147102.6192161587,0.0,0.0,154790.98605355926,0.0,0.0,479173.7763420566,0.0,0.0,231079.28885623324,0.0,0.0,187432.04779328388,0.0,0.0,329397.4915444819,0.0,0.0,255204.0935946308,0.0,0.0,122522.85726545818,0.0,0.0,169228.68996031006,0.0,0.0,173354.79664494505,0.0,0.0,561753.6535375972,0.0,0.0,680018.6590712421,0.0,0.0 
 02/18  22:00:00,905802.9639967824,0.0,0.0,171826.3398943901,0.0,0.0,176567.46562975494,0.0,0.0,566823.6731214956,0.0,0.0,271615.1584354354,0.0,0.0,230926.05561043345,0.0,0.0,607622.1176229293,0.0,0.0,284078.8525758427,0.0,0.0,513754.0106411723,0.0,0.0,487988.23663878423,0.0,0.0,492633.59955721186,0.0,0.0,614650.0774904368,0.0,0.0,1333367.8229606021,0.0,0.0 
 02/18  23:00:00,998444.0014438082,0.0,0.0,188579.42431681082,0.0,0.0,190122.51129657813,0.0,0.0,624993.7255700799,0.0,0.0,299507.6086441287,0.0,0.0,261360.3899252396,0.0,0.0,783768.3233592579,0.0,0.0,302442.8518081895,0.0,0.0,757580.9740106822,0.0,0.0,686694.4484944383,0.0,0.0,677310.2877398597,0.0,0.0,642703.6143331828,0.0,0.0,1711607.1532752814,0.0,0.0 
 02/18  24:00:00,1102989.7590920157,0.0,0.0,208379.54000690996,0.0,0.0,209830.62678618028,0.0,0.0,692441.8644148767,0.0,0.0,332026.96847177745,0.0,0.0,295838.17988726404,0.0,0.0,962887.2683665048,0.0,0.0,331906.3269239893,0.0,0.0,957064.9765312333,0.0,0.0,851537.2703519954,0.0,0.0,844524.1066697882,0.0,0.0,689956.4954797099,0.0,0.0,2063835.7372590362,0.0,0.0 
 02/19  01:00:00,1222880.0177085283,0.0,0.0,231283.48579882196,0.0,0.0,233176.8618745199,0.0,0.0,768562.0485870606,0.0,0.0,368717.1649798568,0.0,0.0,334363.7401619128,0.0,0.0,1144689.5637498922,0.0,0.0,367405.53377046634,0.0,0.0,1165029.4558803504,0.0,0.0,1008356.7636545275,0.0,0.0,1017471.2545919894,0.0,0.0,753995.411177406,0.0,0.0,2429151.174141201,0.0,0.0 
 02/19  02:00:00,1332319.2529965881,0.0,0.0,252724.75330870633,0.0,0.0,255590.96359662237,0.0,0.0,836782.2823435431,0.0,0.0,402210.2991826063,0.0,0.0,369598.8678649965,0.0,0.0,1296870.177740442,0.0,0.0,401520.5174980914,0.0,0.0,1343356.2315687698,0.0,0.0,1133291.0308237697,0.0,0.0,1161754.9224547776,0.0,0.0,814878.5423460741,0.0,0.0,2734868.191617932,0.0,0.0 
 02/19  03:00:00,1425184.9888940996,0.0,0.0,269741.6428846655,0.0,0.0,272124.77090744406,0.0,0.0,892382.4862505661,0.0,0.0,429692.43461781275,0.0,0.0,398423.5471358924,0.0,0.0,1413298.8987919649,0.0,0.0,427612.33961364225,0.0,0.0,1477384.831215323,0.0,0.0,1222679.1405455833,0.0,0.0,1268328.1391024059,0.0,0.0,857016.8675118004,0.0,0.0,2956410.0809503063,0.0,0.0 
