S,E,N,W
0.0059236029225942215,0.0008200596451758492,0.0007078427394338082,0.0015687053088573014
3.685554550310118,0.48937826353453273,0.5710367779549473,4.369490549809586
38.1216334152923,8.477216174267003,9.101930283949583,52.618868548872264
70.45084507055789,39.36269702446063,27.790283808027077,77.27015855286542
68.89000204172925,71.64626843521037,44.539124022795136,126.96646253873946
82.7038120780535,107.41623634195525,74.83900926637958,150.22703263416224
111.97704542132978,183.47650953773987,102.80627785482909,208.22446884004282
149.21294537396736,196.80962242773595,100.65340578714992,200.12405179751147
155.80342001010814,140.5340161181631,62.79811572764384,142.95895015348876
166.4407857063416,54.908618041907225,32.67776074412662,106.84314378368413
72.42584867424743,10.805315588181484,9.65656403639991,46.28322160621542
8.325735368414891,0.3350256197385236,0.4907598189137859,4.072935044485342
