Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Sky Temperature [C](Hourly),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Precipitation Rate [m/s](Hourly),Environment:Site Precipitation Depth [m](Hourly),Environment:Site Ground Reflected Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Ground Temperature [C](Hourly),Environment:Site Surface Ground Temperature [C](Hourly),Environment:Site Deep Ground Temperature [C](Hourly),Environment:Site Simple Factor Model Ground Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Outdoor Air Enthalpy [J/kg](Hourly),Environment:Site Outdoor Air Density [kg/m3](Hourly),Environment:Site Solar Azimuth Angle [deg](Hourly),Environment:Site Solar Altitude Angle [deg](Hourly),Environment:Site Solar Hour Angle [deg](Hourly),Environment:Site Rain Status [](Hourly),Environment:Site Snow on Ground Status [](Hourly),Environment:Site Exterior Horizontal Sky Illuminance [lux](Hourly),Environment:Site Exterior Horizontal Beam Illuminance [lux](Hourly),Environment:Site Exterior Beam Normal Illuminance [lux](Hourly),Environment:Site Sky Diffuse Solar Radiation Luminous Efficacy [lum/W](Hourly),Environment:Site Beam Solar Radiation Luminous Efficacy [lum/W](Hourly),Environment:Site Daylighting Model Sky Clearness [](Hourly),Environment:Site Daylighting Model Sky Brightness [](Hourly),Environment:Site Daylight Saving Time Status [](Hourly),Environment:Site Day Type Index [](Hourly),Environment:Site Mains Water Temperature [C](Hourly) 
 03/26  12:00:00,5.8500000000000005,0.16666666666666666,3.3679192454909335,0.003833668701387459,66.66666666666667,100715.0,2.658333333333333,347.1666666666667,-6.667410886371708,285.9166666666667,451.8333333333333,113.75,0.0,0.0,107.44866192890073,18.0,13.0,16.0,1.05,8.0,5.0,15507.773779956753,1.250085248002475,177.8580045653109,48.6718630124366,1.4198902239340647,0.0,0.0,50615.26625438776,8595.216029854862,11447.189975321671,112.02362479039122,100.62949612607298,1.180836006311113,0.435853617946994,0.0,1.0,8.337460535094353 
 03/26  13:00:00,6.1000000000000005,0.4083333333333334,3.599139299523586,0.003908112289976391,66.75,100672.5,3.5500000000000003,338.0,-6.589378946840431,286.25,391.75,66.25,0.0,0.0,88.07348378726773,18.0,13.0,16.0,1.05,7.416666666666667,5.0,15947.794761076408,1.2482900190365722,200.0542097577387,46.96438946009989,-13.580109776065937,0.0,0.0,44064.007430828315,4860.508648831762,6622.943820373478,112.49529105900858,99.88223725812355,1.1163987066947156,0.38791388535549626,0.0,1.0,8.337460535094353 
 03/26  14:00:00,5.166666666666667,1.4583333333333333,3.5366758479989375,0.004240318499062377,77.33333333333333,100665.83333333333,3.8000000000000003,324.5833333333333,-6.473052321976979,286.75,272.1666666666667,15.749999999999998,0.0,0.0,56.563555606283934,18.0,13.0,16.0,1.05,8.166666666666666,5.0,15837.083554304862,1.2517318738420655,219.60841270467094,41.51578159575123,-28.580109776065935,0.0,0.0,31342.51073452097,959.9567728464525,1415.7406461353914,115.3331235274353,85.97996967382518,1.0341167544405534,0.29612363139181813,0.0,1.0,8.337460535094353 
 03/26  15:00:00,4.383333333333334,2.0,3.323520446326489,0.004397201154330861,84.58333333333333,100687.5,4.208333333333333,328.4166666666667,-5.509916730676774,290.9166666666667,125.75,1.083333333333333,0.0,0.0,25.27934553629052,18.0,13.0,16.0,1.05,9.583333333333334,5.0,15437.515397089148,1.2552175820110214,235.59592191404852,33.437707018420944,-43.58010977606594,0.0,0.0,15008.886368042322,46.84120388778155,78.43371507463557,119.65758405098417,65.52093372282472,1.0034625085427824,0.16321467824066277,0.0,1.0,8.337460535094353 
 03/26  16:00:00,4.183333333333334,1.6500000000000001,3.04030647967109,0.004264925655813589,83.25,100735.0,4.5,338.0,-4.632192900446086,294.75,48.166666666666664,0.0,0.0,0.0,9.633333333333335,18.0,13.0,16.0,1.05,10.0,5.0,14903.077043343152,1.2569808937900229,248.70730733698156,23.77158559371051,-58.580109776065946,0.0,0.0,5945.306811109866,0.0,0.0,123.74517489963087,46.612584204142564,0.9999991512928563,0.08458080697253079,0.0,1.0,8.337460535094353 
 03/26  17:00:00,3.6916666666666664,0.8166666666666668,2.447807996387854,0.004025166078693487,81.41666666666667,100806.66666666667,5.258333333333334,338.0,-4.746141366540267,294.25,16.5,0.0,0.0,0.0,3.3000000000000003,18.0,13.0,16.0,1.05,10.0,5.0,13803.883042957035,1.260592601305068,260.00708558213574,13.245937664110407,-73.58010977606592,0.0,0.0,2080.803742375632,0.0,0.0,126.13756790071467,14.805093982428216,0.9999981628937423,0.05078605570842523,0.0,1.0,8.337460535094353 
 03/26  18:00:00,3.4,-0.008333333333333312,1.986301648099942,0.0038055310852453538,78.66666666666667,100875.0,6.091666666666666,338.0,-5.165008510779974,292.4166666666667,5.722222222222222,0.0,0.0,0.0,1.1444444444444446,18.0,13.0,16.0,1.05,10.0,5.0,12957.913505170634,1.263219731761026,270.4366631562006,2.353473082245686,-88.58010977606592,0.0,0.0,691.1484516634628,0.0,0.0,80.25731488578457,0.0,0.6666649106205057,0.05385675904433676,0.0,1.0,8.337460535094353 
 03/26  19:00:00,3.108333333333333,-0.7666666666666667,1.5237623912804514,0.0035897956653541153,75.83333333333333,100958.33333333333,6.008333333333333,338.0,-5.260499215095706,292.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,16.0,1.05,10.0,5.0,12122.00099187797,1.2660351265280918,280.79801923187523,-8.524759939531044,-103.58010977606595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.337460535094353 
 03/26  20:00:00,2.783333333333333,-1.0999999999999999,1.205056717899369,0.0034927730039791935,75.58333333333333,101035.0,5.041666666666667,324.5833333333333,-5.126831263307963,292.5833333333333,0.0,0.0,0.0,0.0,0.0,18.0,13.0,16.0,1.05,10.0,5.0,11550.092427046868,1.2686850620149197,291.8602908978309,-19.015070631549197,-118.58010977606595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.337460535094353 
 03/26  21:00:00,2.525,-2.2666666666666666,0.648618752074837,0.0032072157455699823,70.75,101100.83333333333,5.55,328.4166666666667,-4.898109657028262,293.5833333333333,0.0,0.0,0.0,0.0,0.0,18.0,13.0,16.0,1.05,10.0,5.0,10573.351066739448,1.2712820762530284,304.45839833087206,-28.6540816173534,-133.58010977606594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.337460535094353 
