month,date,time,month/date,Ufh,Ufc,fH,fC
1,4,15, 01/04,0.7906779184475512,0.0,1.0,0.0
1,4,16, 01/04,0.25921073038452724,0.3082669805424989,1.0,0.0
1,4,17, 01/04,0.0,0.8782324244732154,1.0,0.0
1,4,18, 01/04,0.0,0.8913343969657808,1.0,0.0
1,4,19, 01/04,0.0,0.9058235620217665,1.0,0.0
1,4,20, 01/04,0.0,0.9223420358702197,1.0,0.0
1,4,21, 01/04,0.0,0.9181820188910957,1.0,0.0
1,4,22, 01/04,0.0,0.9261679164673601,1.0,0.0
1,4,23, 01/04,0.0,0.9338652810175776,1.0,0.0
1,4,24, 01/04,0.0,0.934417341730385,1.0,0.0
1,5,1, 01/05,0.0,0.9302024102344255,1.0,0.0
1,5,2, 01/05,0.0,0.9286280277725657,1.0,0.0
1,5,3, 01/05,0.0,0.9291014121418603,1.0,0.0
1,5,4, 01/05,0.0,0.9298491631795998,1.0,0.0
1,5,5, 01/05,0.0,0.9310601609705145,1.0,0.0
1,5,6, 01/05,0.0,0.9374449314057691,1.0,0.0
1,5,7, 01/05,0.0,0.9384297378257493,1.0,0.0
1,5,8, 01/05,0.8938136183584864,0.0,1.0,0.0
1,5,9, 01/05,1.0367335238673172,0.0,1.0,0.0
1,5,10, 01/05,1.0030958479612053,0.0,1.0,0.0
1,5,11, 01/05,1.0019869727390835,0.0,1.0,0.0
1,5,12, 01/05,0.9861422633339789,0.0,1.0,0.0
1,5,13, 01/05,0.962943183275333,0.0,0.9999959725563846,4.027443615368558e-06
1,5,14, 01/05,0.9376913983481656,0.0,0.999993508256114,6.491743885998844e-06
1,5,15, 01/05,0.8374457168029177,0.0,0.9999979971766123,2.002823387651497e-06
1,5,16, 01/05,0.25409004326388873,0.0,1.0,0.0
1,5,17, 01/05,0.0,0.8932556250438556,1.0,0.0
1,5,18, 01/05,0.0,0.9173394945279453,1.0,0.0
1,5,19, 01/05,0.0,0.9339189326658042,1.0,0.0
1,5,20, 01/05,0.0,0.9334549997204193,1.0,0.0
1,5,21, 01/05,0.0,0.9369654664703895,1.0,0.0
1,5,22, 01/05,0.0,0.9430060152577875,1.0,0.0
1,5,23, 01/05,0.0,0.9381307459624184,1.0,0.0
1,5,24, 01/05,0.0,0.9313706210804154,1.0,0.0
1,6,1, 01/06,0.0,0.9269961453072895,1.0,0.0
1,6,2, 01/06,0.0,0.9273698667994529,1.0,0.0
1,6,3, 01/06,0.0,0.9295043181645694,1.0,0.0
1,6,4, 01/06,0.0,0.9270890885113693,1.0,0.0
1,6,5, 01/06,0.0,0.9224454913120511,1.0,0.0
1,6,6, 01/06,0.0,0.9236654796982856,1.0,0.0
1,6,7, 01/06,0.0,0.9308016696857422,1.0,0.0
1,6,8, 01/06,0.9979168580520308,0.0,1.0,0.0
1,6,9, 01/06,1.0487648733290211,0.0,1.0,0.0
1,6,10, 01/06,1.009388209148069,0.0,1.0,0.0
1,6,11, 01/06,1.0009646310990732,0.0,1.0,0.0
1,6,12, 01/06,0.9902807426291027,0.0,1.0,0.0
1,6,13, 01/06,0.9666993703977219,0.0,1.0,0.0
1,6,14, 01/06,0.8573838986782227,0.0,1.0,0.0
1,6,15, 01/06,0.8220829731588704,0.0,1.0,0.0
1,6,16, 01/06,0.5895084446060324,0.0,1.0,0.0
1,6,17, 01/06,0.0,0.8744370760079276,1.0,0.0
1,6,18, 01/06,0.0,0.9142971726185865,1.0,0.0
1,6,19, 01/06,0.0,0.9208033591888787,1.0,0.0
1,6,20, 01/06,0.0,0.9230750422998284,1.0,0.0
1,6,21, 01/06,0.0,0.9257909880871101,1.0,0.0
1,6,22, 01/06,0.0,0.9314840968457345,1.0,0.0
1,6,23, 01/06,0.0,0.9357080195728986,1.0,0.0
1,6,24, 01/06,0.0,0.9388165643380685,1.0,0.0
1,7,1, 01/07,0.0,0.9349083435507857,1.0,0.0
1,7,2, 01/07,0.0,0.9410893221356197,1.0,0.0
1,7,3, 01/07,0.0,0.9438512592752458,1.0,0.0
1,7,4, 01/07,0.0,0.9392894981908823,1.0,0.0
1,7,5, 01/07,0.0,0.9387176682738941,1.0,0.0
1,7,6, 01/07,0.0,0.9425185660513752,1.0,0.0
1,7,7, 01/07,0.0,0.9418982628746504,1.0,0.0
