month,date,hour,S,E,N,W
1.0,1.0,1.0,0.2235423966996211,0.23818298830705434,0.26240912599746347,0.26071783271201915
1.0,1.0,2.0,0.21397834561461607,0.23186878967681052,0.2564703691625818,0.25083972657590575
1.0,1.0,3.0,0.2254867445568831,0.24200741868571624,0.27061646747928275,0.26711047200693805
1.0,1.0,4.0,0.23569240081748113,0.25303478751681596,0.2829488571118889,0.27914272563887704
1.0,1.0,5.0,0.2417528995401422,0.2599171664588022,0.2907361481536084,0.2854623749799985
1.0,1.0,6.0,0.24417013825025471,0.26582032169001396,0.2941835189041919,0.2856011849793453
1.0,1.0,7.0,0.24539039789948777,0.2667263222281186,0.29820321175116976,0.29031823275992524
1.0,1.0,8.0,-0.07047392379056135,-0.13017017916814225,0.1202380390187175,0.11413652797213561
1.0,1.0,9.0,-0.015585510238907562,0.0010295770844712764,0.07160902904467378,0.06637536526051258
1.0,1.0,10.0,-0.09151996591542977,-0.04437414027296057,0.009882814009877915,0.006058333750457957
1.0,1.0,11.0,-0.19912545090906736,-0.07898705380266174,-0.034189709716682254,-0.03796867871885279
1.0,1.0,12.0,-0.2887677058009227,-0.0861325960369285,-0.07050012158890556,-0.07886459159764192
1.0,1.0,13.0,-0.47858685391716244,-0.08081185938776701,-0.06944325245442824,-0.15194661225292352
1.0,1.0,14.0,-0.4325367069752602,-0.039160410989063824,-0.029392063435912132,-0.2197572197370937
1.0,1.0,15.0,-0.24261729578508628,0.037908062429239026,0.04625553435054813,-0.19319239418041362
1.0,1.0,16.0,-0.07178731079748278,0.13166261713671326,0.1427726920536926,-0.11217743292714151
1.0,1.0,17.0,0.22926337389236776,0.24128868930612107,0.2561879279549905,0.25476105977165076
1.0,1.0,18.0,0.23560056550454989,0.2522019368433137,0.27172624708992354,0.2674183471795107
1.0,1.0,19.0,0.23218261879519103,0.24989439772943547,0.2738038726924772,0.26808343256097783
1.0,1.0,20.0,0.23019170742605483,0.24828390989035434,0.2707642162376785,0.26473417692165774
1.0,1.0,21.0,0.2275696062020406,0.2457587613766083,0.2685617896947855,0.2624063643348002
1.0,1.0,22.0,0.2252359026300788,0.24414924668522345,0.2678562477009978,0.26079971073349334
1.0,1.0,23.0,0.2307533087530362,0.2501749813737808,0.2738112600136282,0.26716163577890384
1.0,1.0,24.0,0.24423403064794882,0.26348690372635447,0.2908511337317988,0.28477660668044924
1.0,2.0,1.0,0.2477817894241666,0.26754925682141706,0.29762702418714526,0.29120484734533164
1.0,2.0,2.0,0.2522448243027528,0.2747658698877404,0.3059986667202302,0.2963822098001584
1.0,2.0,3.0,0.2473821629641073,0.26719951965904054,0.3030997790626421,0.2930206897955037
1.0,2.0,4.0,0.24889136095824324,0.27256759688151033,0.30503943124256205,0.2951730997132893
1.0,2.0,5.0,0.2512140727902102,0.273596172929531,0.30966687169056273,0.30143606233964426
1.0,2.0,6.0,0.2454070368026645,0.26891146429801976,0.30404544817925755,0.29419886734461487
1.0,2.0,7.0,0.24345488301682236,0.2678634531533326,0.30295672087546754,0.29213856058120874
1.0,2.0,8.0,-0.2244284802607172,-0.3644193597303115,0.14891027612456847,0.14686953884660542
1.0,2.0,9.0,-0.7297609714316432,-0.6940311841917304,0.06954874891114379,0.07022274950584496
