S,E,N,W
-63.818397924153146,62.38238466979586,124.6444269555447,95.05655343543839
-82.77821832640802,21.304088398058884,98.14417690469328,54.75094560430492
-113.88397180777442,-54.85970601513663,59.78896543271833,2.1728958984169697
-80.26965059936198,-95.75030890671178,6.100319268021348,-33.92957501128956
-30.197222707694472,-74.85786073565393,-7.759920161240052,-23.750163195041754
2.8082695402353863,-18.26323869582388,0.7009047506197972,4.7647605438681735
-0.41790931625524297,-1.0171833585123546,-0.5432924754650421,-0.3040008568383399
0.11805363957775225,-0.7351633385696015,0.08979969162035956,0.1843060875052379
-0.1121726895335915,-11.439708822286565,3.2770069140783584,3.3062823189034574
-60.59196262256831,-21.82657699203918,20.90904273951213,4.5517451939268305
-81.66341899346102,24.156523434620123,71.7660347327787,44.17858054875426
-74.64273686131196,66.3018462107255,121.88698383236374,92.8190040799115
