S,E,N,W
-200.88017208095374,-10.509432046134485,66.3214376055291,12.458050184231306
-125.8530407861949,-23.64059861796956,41.517480917750646,-1.9833161759024227
-102.05434210769734,-78.71656478216323,13.713830141322084,-19.458274954769728
-13.84089187230763,-40.091204469284904,3.787694953851072,0.9223302663705839
-0.5086753202384694,-0.2849594940291128,0.8762166356763548,0.7227538532640925
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.37460897730688303,0.40801092502072667,0.5893746788512173,0.5409798548133755
-7.605131467566522,-10.723626171059422,1.569102453459818,1.5686937611117766
-81.55945025706802,-15.231564348954432,17.518278433425177,1.2226621180435755
-202.84675792231872,-1.848935948176227,50.365429319179995,-4.316023985836994
