month,date,hour,S,E,N,W
1.0,1.0,1.0,0.15289224490275374,0.16099945030452337,0.17549202594238006,0.1760054182641194
1.0,1.0,2.0,0.14813683912818185,0.15759757590014092,0.172094884876939,0.17160717455396698
1.0,1.0,3.0,0.14922326807564443,0.15881936187598666,0.17290580848758832,0.17223469017451373
1.0,1.0,4.0,0.15274548976751706,0.16274774151046986,0.17713822208702704,0.1763645844204695
1.0,1.0,5.0,0.15240419042128456,0.16256777061181296,0.1776494452771891,0.17684050076067015
1.0,1.0,6.0,0.14942226530558134,0.15947250171115354,0.1732665931617692,0.1721500590712532
1.0,1.0,7.0,0.14801156443113653,0.1583993553004078,0.17153635929572533,0.17015827203774872
1.0,1.0,8.0,0.13140192370450426,0.14006628409405406,0.16049351565555967,0.159109655339447
1.0,1.0,9.0,0.12672402550504602,0.13661836020609358,0.14948873224393391,0.14812801711572865
1.0,1.0,10.0,0.11042049089763353,0.11994168590955981,0.13297228910507802,0.13179501412073846
1.0,1.0,11.0,-0.058300197958558196,-0.03841226713148872,-0.018484948302413883,-0.021807903707842413
1.0,1.0,12.0,-0.461942579857696,-0.22740115483436252,-0.17783934138392216,-0.18125988210755317
1.0,1.0,13.0,-1.07467039429609,-0.2305401310021129,-0.22500973270828295,-0.262910406877025
1.0,1.0,14.0,-1.5144706949695692,-0.17816844958721478,-0.1951595174404988,-0.5579299588821867
1.0,1.0,15.0,-1.748519514050197,-0.06952457438220393,-0.10917756574610073,-1.1298171342997225
1.0,1.0,16.0,-0.9489987202768102,0.03302496451217608,-0.018598847476947844,-1.0160067267801325
1.0,1.0,17.0,-0.06679744623875651,0.16397797825068886,0.10262391994305647,-0.14108176263950523
1.0,1.0,18.0,0.2020177212171375,0.2125097133644539,0.17309792040894734,0.16255220535781661
1.0,1.0,19.0,0.18715756047269552,0.18287509122678716,0.16981017463106357,0.1778298215382703
1.0,1.0,20.0,0.16701359072114602,0.16886935874009953,0.16915901190389326,0.1735058813670134
1.0,1.0,21.0,0.15812029849553202,0.1633298494248806,0.16916859633468895,0.17148162280348356
1.0,1.0,22.0,0.15093965284359254,0.1577368462942483,0.16604361222274563,0.1669840462142894
1.0,1.0,23.0,0.14618702808097678,0.15519229779460636,0.16581124043885023,0.163929313758738
1.0,1.0,24.0,0.15274757347567525,0.16209616884191058,0.17616636147607462,0.17408322527345416
1.0,2.0,1.0,0.16255012389108442,0.1725240389516398,0.18971924567510384,0.1884118459924003
1.0,2.0,2.0,0.16793437599574582,0.17870872419632558,0.19744968308318853,0.19594223174820413
1.0,2.0,3.0,0.17301629430368212,0.18448095973787332,0.2043101327246682,0.2027160261361539
1.0,2.0,4.0,0.1721918853461822,0.18386338639236152,0.20405258499712267,0.20225802399511264
1.0,2.0,5.0,0.1728099480676601,0.1847249966253902,0.2051230149360603,0.20310565442048129
1.0,2.0,6.0,0.17600157184797785,0.18828474089285668,0.20937334596239923,0.20740480977718354
1.0,2.0,7.0,0.17556953250622448,0.18794854992869037,0.2091414949065105,0.2071868519075433
1.0,2.0,8.0,0.15360221113863,0.1632689094168431,0.18928424729853174,0.18720727168684503
1.0,2.0,9.0,0.0463937202988014,0.055896418207089904,0.06844816164419938,0.06534114036743013
1.0,2.0,10.0,-0.033310296020256216,-0.022872160385476493,-0.0020482244216541673,-0.005300148458261952
1.0,2.0,11.0,-0.06944978134257848,-0.05375940547602026,-0.03679207777886368,-0.03965276941537363
1.0,2.0,12.0,-0.07416637165906942,-0.05593938488349995,-0.04583346849322638,-0.04809037711015239
1.0,2.0,13.0,-0.08294371505018851,-0.061792123830429604,-0.054631035157901575,-0.057816996478715986
1.0,2.0,14.0,-0.09505517687558195,-0.071759232744097,-0.06530026325864727,-0.0730959023809658
1.0,2.0,15.0,-0.09343182127348337,-0.06136952988764396,-0.05496167962297939,-0.07642789576442803
1.0,2.0,16.0,-0.24583462579063317,-0.06005564210348053,-0.05479589038219531,-0.264292952997453
1.0,2.0,17.0,-0.3379080924393761,0.015706033387934373,0.018224366207761723,-0.5420732467440075
1.0,2.0,18.0,0.11038090286521586,0.1322189017878305,0.13684430391857375,0.11967136835192532
1.0,2.0,19.0,0.1292648852590717,0.13691125709333435,0.1460082302011688,0.14421305495053452
1.0,2.0,20.0,0.12836805024298117,0.1367612288717256,0.14819637924643092,0.1455068894348876
1.0,2.0,21.0,0.1278378291235588,0.13569853731935844,0.14987122667830247,0.14849433232426035
1.0,2.0,22.0,0.12789350852575457,0.13607907308488812,0.1510293459395711,0.149442993257011
1.0,2.0,23.0,0.13003064166454523,0.13854271450451694,0.15400140480154312,0.15227583539997158
1.0,2.0,24.0,0.13510106961190646,0.14409115706830433,0.16020440393975174,0.15849160852628585
1.0,3.0,1.0,0.13792707089090867,0.14716323140562299,0.1637806779901224,0.1619488261503245
1.0,3.0,2.0,0.13897284777228783,0.14841314321229998,0.16527499873892185,0.1632827983256279
1.0,3.0,3.0,0.14543055971575902,0.15540853967614135,0.17305101829717628,0.17095322874721025
1.0,3.0,4.0,0.14549917987341934,0.15561780996282865,0.17348967433991372,0.17132586305003947
1.0,3.0,5.0,0.13487712285083925,0.14440885067393933,0.16090410390117738,0.158680347966927
1.0,3.0,6.0,0.13255089451592914,0.14191542537737922,0.15823154202015258,0.15608764488235283
1.0,3.0,7.0,0.12661430973364773,0.13555428042451084,0.15149997412350602,0.1495905622981051
1.0,3.0,8.0,0.03756142907149865,0.02069723726721613,0.11459883360363014,0.11285285752768191
1.0,3.0,9.0,-0.45614727822578616,-0.6360393301082434,-0.005687407776108378,-0.007333841920424964
1.0,3.0,10.0,-0.59693771269984,-0.5657093162930639,-0.09545409669038167,-0.09603617314819632
1.0,3.0,11.0,-0.276663841491646,-0.21095957152004594,-0.129384782860123,-0.12967807953389063
1.0,3.0,12.0,-0.3886911134388276,-0.23525025498565308,-0.20624250016392162,-0.2054436068049325
1.0,3.0,13.0,-0.5927593477244522,-0.22797197095208943,-0.23777750815932552,-0.2532820906452224
1.0,3.0,14.0,-0.3912473554940242,-0.1945224580267802,-0.21112778553507552,-0.2722357543146681
1.0,3.0,15.0,-0.4083299642019957,-0.14170284390746082,-0.1598148003867562,-0.3297768743070375
1.0,3.0,16.0,-0.10948631265725235,-0.035947165254304185,-0.051174718193525835,-0.1219677856123257
1.0,3.0,17.0,0.06609321653344943,0.06758443315741525,0.045756664813474505,0.043969634979359136
1.0,3.0,18.0,0.08980585804642824,0.09041531464167532,0.08123853940774921,0.0776601603883443
1.0,3.0,19.0,0.08980360046044576,0.08994359089831176,0.08995919427477755,0.08987071240523348
1.0,3.0,20.0,0.09405399942706277,0.09640215907802008,0.10095235127722761,0.10106134278422464
1.0,3.0,21.0,0.0853898626620182,0.0890706412198612,0.09478122843240369,0.09369497863129261
1.0,3.0,22.0,0.0694791549111371,0.07328553874016369,0.07842537774694658,0.07681204529441402
1.0,3.0,23.0,0.0631427449621226,0.06657878212718461,0.07193731379157384,0.07047632997794956
1.0,3.0,24.0,0.06701021305938992,0.07115556505338619,0.0768584660230433,0.07505541442108812
1.0,4.0,1.0,0.1192218674507748,0.12656898217931967,0.13889494920305093,0.13651537012200188
1.0,4.0,2.0,0.09499769253762577,0.10199649115895622,0.1142136665531649,0.1121321868134749
1.0,4.0,3.0,0.08303455583359567,0.08769700683508362,0.095089238245023,0.09429506312283562
1.0,4.0,4.0,0.08677522264342107,0.09173945316599025,0.0992905744504001,0.0983386348801271
1.0,4.0,5.0,0.09094972054510445,0.09629805860721329,0.104326641181707,0.10326704125664947
1.0,4.0,6.0,0.09640739058012143,0.10222385519494656,0.1105540174022312,0.10927747418939672
1.0,4.0,7.0,0.10394095304950206,0.11042540103013555,0.11962429835926192,0.11823515888885609
1.0,4.0,8.0,-0.028172383088047398,-0.0988509303066677,0.09130540700316038,0.09004287378645996
1.0,4.0,9.0,-0.7311657609217785,-1.0450672075058196,-0.007830940902345368,-0.008510391856949927
1.0,4.0,10.0,-0.8245478117239053,-0.7860821660066529,-0.09649953680405444,-0.09623363903248884
1.0,4.0,11.0,-0.18124973082423512,-0.13552261229344129,-0.07440378133701131,-0.07478572004261035
1.0,4.0,12.0,-0.22630758663704895,-0.08093770819604891,-0.06980622262726492,-0.07087497449203078
1.0,4.0,13.0,-1.223320517399418,-0.1889696663542437,-0.19905267771231797,-0.23860190941649886
1.0,4.0,14.0,-1.836205935975699,-0.1578038678749126,-0.19861916280354636,-0.6108283018349173
1.0,4.0,15.0,-1.1774435363637352,-0.08218535198607914,-0.13118973008021803,-0.7817787018440278
1.0,4.0,16.0,-0.3474611258304986,0.017822398985975027,-0.036778592081146824,-0.3826421077626446
1.0,4.0,17.0,0.04300581045764248,0.16175284388330266,0.09600047083958867,-0.008100056203452567
1.0,4.0,18.0,0.19466496335497355,0.20266149823536747,0.1630881289591094,0.15498203213874598
1.0,4.0,19.0,0.18885966848205682,0.18546612426378042,0.16939344622632638,0.17831120986082802
1.0,4.0,20.0,0.16949404853426503,0.17090134934241086,0.17022303887007098,0.17461247296300528
1.0,4.0,21.0,0.15714810688218306,0.16212063907357335,0.16791466110607378,0.1702317183105365
1.0,4.0,22.0,0.15148713780948514,0.15814001049730925,0.1672618297645052,0.16855356252951229
1.0,4.0,23.0,0.15048349477856915,0.15824877755378314,0.16955646904648605,0.17008810878603653
1.0,4.0,24.0,0.14997076162179468,0.1589413564702802,0.17173659366696226,0.17186902237094667
1.0,5.0,1.0,0.14786354034040955,0.157109207477094,0.17071946535112165,0.1704937267633674
1.0,5.0,2.0,0.14498108475147817,0.1536275982124196,0.16737675484727318,0.1668415100530007
1.0,5.0,3.0,0.14176093746381796,0.14908005198917174,0.16232346521631125,0.1628982778387084
1.0,5.0,4.0,0.14370260008377964,0.15086332580606499,0.1641890946251244,0.1650926864037679
1.0,5.0,5.0,0.14644327419728348,0.1538804374219583,0.16780206264269565,0.1687023226110404
1.0,5.0,6.0,0.14510392400090813,0.15381574712202561,0.16937374665658844,0.16885592253499915
1.0,5.0,7.0,0.14242373021724347,0.15222377637038653,0.16909990071412012,0.1667987093274306
1.0,5.0,8.0,0.11545332262886715,0.11977073559800629,0.1467402825790306,0.14483939769981086
1.0,5.0,9.0,0.024217163991685137,0.03059999520670094,0.04375912230681968,0.04154951348053147
1.0,5.0,10.0,-0.16776679354728288,-0.14308370728985112,-0.05135129991268161,-0.054001704716573375
1.0,5.0,11.0,-0.5758361109702239,-0.37497230602357806,-0.1656597628462336,-0.16891439994574908
1.0,5.0,12.0,-0.6780746175598544,-0.3019282825084215,-0.21319938857169887,-0.21583983010769003
1.0,5.0,13.0,-0.6846295554425236,-0.2249146814488204,-0.23012345806960635,-0.2539868556148296
1.0,5.0,14.0,-0.8463171182654724,-0.18839040180707944,-0.20720337550277607,-0.3907580863147043
1.0,5.0,15.0,-0.6743500215403004,-0.12503577896635368,-0.14964180443693928,-0.4937290770914989
1.0,5.0,16.0,-0.3811889630070427,-0.028755561964575238,-0.054962673173989826,-0.41497293239700933
1.0,5.0,17.0,-0.049965467029015574,0.08332078527449659,0.05377679091410296,-0.09416072200803081
1.0,5.0,18.0,0.14196519772930186,0.15694619489645345,0.14158391735571046,0.12906425537018523
1.0,5.0,19.0,0.14886698294791045,0.14834358530286243,0.14845617208778727,0.152762049839242
1.0,5.0,20.0,0.13975189357902845,0.1435595701131297,0.15070337635458653,0.1522725643066924
1.0,5.0,21.0,0.13790096076481687,0.14391143180954127,0.15484903207920053,0.15484923092407266
1.0,5.0,22.0,0.13717777339333898,0.14433025364818514,0.15731331169507845,0.15664553732528735
1.0,5.0,23.0,0.13714628196927345,0.1450218770291789,0.15929604864188923,0.1583519091389894
1.0,5.0,24.0,0.13742271781632356,0.14575541677514312,0.16076803795825095,0.1596373917055505
1.0,6.0,1.0,0.1378991483928243,0.1465616844614461,0.16187983927176314,0.16065340045182547
1.0,6.0,2.0,0.13434680179479727,0.14300456510996218,0.15822649153522556,0.15696358383831896
1.0,6.0,3.0,0.129581155416352,0.13803076292118371,0.15316772579689739,0.15162961252254453
1.0,6.0,4.0,0.1264176973527526,0.13478824443932955,0.14992126429211564,0.14837071111457445
1.0,6.0,5.0,0.12152067256367792,0.12961935263381927,0.14439572443409512,0.14298284701414152
1.0,6.0,6.0,0.11844944084367538,0.12631877812025116,0.14087424505410576,0.13941088436962376
1.0,6.0,7.0,0.12360665295671514,0.13179842077592646,0.14674696696613587,0.14534724313726652
1.0,6.0,8.0,0.10924594380666394,0.11696301908810525,0.1321648053439405,0.13073450563229264
